sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
der kunde spricht viele verschiedene sprachen und schreibt jeden tag in seinem journal,-111.79690551757812,-103.32244873046875,-122.75961303710938,-93.44816589355469,-85.08546447753906,-88.62970733642578,-113.30661010742188,-106.36434936523438,-130.4284210205078,-92.67156219482422,-87.8155517578125,-86.18057250976562,-104.21231079101562,-104.7896957397461,-99.70883178710938,-70.28202056884766,-79.9715576171875,-82.37084197998047
der kunde spricht viele verschiedene sprachen und schreiben jeden tag in seinem journal,-112.73979187011719,-106.83392333984375,-121.17153930664062,-99.56328582763672,-87.9786376953125,-95.21239471435547,-114.63050842285156,-112.66680145263672,-125.12145233154297,-99.90553283691406,-93.20323944091797,-96.11910247802734,-106.771240234375,-108.00579833984375,-102.58570861816406,-75.34590911865234,-82.72145080566406,-83.41561889648438
der polizist spricht viele verschiedene sprachen und spricht viele verschiedene sprachen,-68.7419662475586,-64.52336120605469,-79.12944793701172,-61.92582702636719,-60.04161071777344,-65.1916275024414,-71.03691101074219,-73.25106048583984,-94.03736877441406,-64.2037353515625,-61.532840728759766,-58.556400299072266,-56.38239669799805,-38.981571197509766,-46.24439239501953,-75.67586517333984,-78.18663024902344,-79.87379455566406
der polizist spricht viele verschiedene sprachen und sprechen viele verschiedene sprachen,-70.99490356445312,-69.015869140625,-80.82952880859375,-62.26557159423828,-59.416099548339844,-66.7088394165039,-72.82331085205078,-78.4150161743164,-94.04801940917969,-64.42552185058594,-61.094608306884766,-59.265968322753906,-59.285560607910156,-42.05007553100586,-46.839542388916016,-69.50822448730469,-69.7342758178711,-69.31022644042969
der polizist spricht viele verschiedene sprachen und sieht gern fernsehprogramme,-81.73812103271484,-70.88043212890625,-78.81273651123047,-65.9113998413086,-70.64679718017578,-72.3128662109375,-84.1355972290039,-76.25082397460938,-83.67567443847656,-68.38600158691406,-68.87789916992188,-67.66552734375,-93.91507720947266,-84.96127319335938,-91.11677551269531,-88.67121124267578,-91.42851257324219,-93.5725326538086
der polizist spricht viele verschiedene sprachen und sehen gern fernsehprogramme,-84.90789794921875,-73.03996276855469,-83.46366119384766,-69.06702423095703,-72.61211395263672,-81.03270721435547,-83.33546447753906,-76.75605773925781,-88.28861999511719,-70.89998626708984,-71.5300064086914,-75.07952117919922,-92.94612884521484,-83.01152038574219,-88.91561126708984,-94.97731018066406,-101.02417755126953,-96.45166015625
der polizist spricht viele verschiedene sprachen und ist zwanzig jahre alt,-65.083984375,-58.92022705078125,-68.82282257080078,-60.370140075683594,-56.81132507324219,-61.67018508911133,-69.0738754272461,-70.27215576171875,-86.0894775390625,-64.52049255371094,-57.85100173950195,-56.52794647216797,-62.22610855102539,-52.84394073486328,-53.24909973144531,-62.042945861816406,-70.11446380615234,-71.38080596923828
der polizist spricht viele verschiedene sprachen und sind zwanzig jahre alt,-65.6904067993164,-60.89537048339844,-70.1340560913086,-64.80977630615234,-60.66402816772461,-63.29117202758789,-71.1771240234375,-67.6395492553711,-85.51821899414062,-69.2579345703125,-61.465816497802734,-58.925750732421875,-60.160377502441406,-50.7939567565918,-50.337364196777344,-61.11994171142578,-68.00723266601562,-70.11241149902344
der polizist spricht viele verschiedene sprachen und mag lieber tennis mit seinen kollegen spielen,-95.0440673828125,-85.07676696777344,-94.25784301757812,-116.7574462890625,-112.89998626708984,-118.32311248779297,-103.2445068359375,-99.56353759765625,-109.69214630126953,-122.6443862915039,-117.01815032958984,-119.68183898925781,-116.43407440185547,-102.52099609375,-100.771728515625,-110.4023208618164,-116.81006622314453,-120.92980194091797
der polizist spricht viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-94.25074768066406,-89.24305725097656,-97.60958862304688,-115.86087799072266,-109.82069396972656,-113.2181167602539,-102.81055450439453,-101.83533477783203,-109.07420349121094,-119.27660369873047,-112.90110778808594,-110.06387329101562,-120.6325912475586,-106.30481719970703,-107.634521484375,-108.70283508300781,-114.33953094482422,-118.74456024169922
der polizist spricht viele verschiedene sprachen und schreibt jeden tag in seinem journal,-104.72669982910156,-95.32176971435547,-111.38230895996094,-79.94905090332031,-79.79834747314453,-82.23651123046875,-105.48292541503906,-101.6954116821289,-119.60200500488281,-81.7977294921875,-79.25926208496094,-77.67684936523438,-98.70037841796875,-92.2771987915039,-90.77840423583984,-70.42912292480469,-73.34475708007812,-77.18474578857422
der polizist spricht viele verschiedene sprachen und schreiben jeden tag in seinem journal,-104.358154296875,-98.74533081054688,-110.94608306884766,-87.69190979003906,-82.69564056396484,-90.39773559570312,-107.46627807617188,-106.54265594482422,-115.96793365478516,-90.75175476074219,-85.38162231445312,-88.89720916748047,-101.7979736328125,-97.89035034179688,-94.02452087402344,-76.51356506347656,-75.29517364501953,-79.27892303466797
der pilot spricht viele verschiedene sprachen und spricht viele verschiedene sprachen,-66.42803955078125,-66.14899444580078,-79.03551483154297,-69.40745544433594,-66.92195129394531,-69.99962615966797,-65.17432403564453,-69.58514404296875,-92.83871459960938,-69.45278930664062,-70.36439514160156,-68.44404602050781,-59.322574615478516,-43.482933044433594,-49.62721252441406,-74.39209747314453,-77.98397827148438,-79.69136047363281
der pilot spricht viele verschiedene sprachen und sprechen viele verschiedene sprachen,-69.09107971191406,-69.54327392578125,-80.60579681396484,-70.00261688232422,-65.66031646728516,-71.35833740234375,-68.34784698486328,-73.45283508300781,-95.06808471679688,-69.70756530761719,-68.4974365234375,-68.51178741455078,-62.28697204589844,-46.92378234863281,-49.919925689697266,-68.48832702636719,-70.0741195678711,-70.19684600830078
der pilot spricht viele verschiedene sprachen und sieht gern fernsehprogramme,-81.26982116699219,-72.40876770019531,-78.46875762939453,-72.78064727783203,-76.67955780029297,-75.92618560791016,-78.66156768798828,-73.89649200439453,-81.17493438720703,-73.79325866699219,-77.24401092529297,-74.99292755126953,-99.18470764160156,-88.04689025878906,-96.65045166015625,-84.63838958740234,-89.9163818359375,-90.44377136230469
der pilot spricht viele verschiedene sprachen und sehen gern fernsehprogramme,-83.14690399169922,-73.71430206298828,-82.53601837158203,-74.87937927246094,-77.68135833740234,-84.2612075805664,-78.98081970214844,-73.10633087158203,-85.030029296875,-74.94180297851562,-78.033935546875,-83.09510040283203,-97.37384033203125,-85.36575317382812,-92.1534194946289,-90.45387268066406,-100.5008773803711,-92.63005065917969
der pilot spricht viele verschiedene sprachen und ist zwanzig jahre alt,-64.9645004272461,-61.939903259277344,-69.35862731933594,-66.91350555419922,-62.211700439453125,-66.22079467773438,-66.02645111083984,-69.76136779785156,-86.80220031738281,-69.77704620361328,-63.798099517822266,-64.97530364990234,-66.44465637207031,-55.47529220581055,-54.025634765625,-61.721923828125,-68.97451782226562,-72.97329711914062
der pilot spricht viele verschiedene sprachen und sind zwanzig jahre alt,-65.03870391845703,-64.3145980834961,-70.31018829345703,-71.31707000732422,-65.92880249023438,-67.41607666015625,-67.49017333984375,-68.23185729980469,-86.11566925048828,-74.12080383300781,-67.32426452636719,-67.14116668701172,-64.0662612915039,-53.5694465637207,-50.8155632019043,-60.629547119140625,-67.16275787353516,-72.19078063964844
der pilot spricht viele verschiedene sprachen und mag lieber tennis mit seinen kollegen spielen,-90.80221557617188,-83.56348419189453,-90.65776062011719,-123.59455871582031,-117.28958129882812,-120.57562255859375,-93.64949798583984,-95.22872161865234,-101.90921783447266,-129.3279266357422,-124.24728393554688,-124.9644775390625,-116.61685943603516,-103.28565979003906,-102.27803802490234,-108.12674713134766,-115.66681671142578,-117.8924789428711
der pilot spricht viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-89.73551177978516,-88.28413391113281,-94.82646179199219,-122.21298217773438,-113.2239990234375,-115.39128875732422,-93.68154907226562,-97.78627014160156,-104.11998748779297,-123.9986572265625,-118.7870101928711,-117.00035095214844,-121.97721862792969,-106.13993072509766,-109.04588317871094,-106.7537841796875,-112.9619140625,-116.79424285888672
der pilot spricht viele verschiedene sprachen und schreibt jeden tag in seinem journal,-103.415283203125,-98.75894927978516,-111.4940185546875,-85.89736938476562,-84.88999938964844,-85.74503326416016,-100.45040893554688,-103.1274185180664,-120.66146850585938,-85.20310974121094,-86.58534240722656,-86.00008392333984,-100.86763000488281,-96.07657623291016,-95.0072250366211,-68.90770721435547,-73.48849487304688,-75.66700744628906
der pilot spricht viele verschiedene sprachen und schreiben jeden tag in seinem journal,-103.15078735351562,-102.46273040771484,-111.80123901367188,-92.76714324951172,-87.86222839355469,-92.46928405761719,-102.59037780761719,-109.09387969970703,-118.36278533935547,-94.03099822998047,-92.82351684570312,-95.51663208007812,-103.17500305175781,-100.54826354980469,-98.79086303710938,-74.83131408691406,-75.29053497314453,-77.64060974121094
der berater spricht viele verschiedene sprachen und spricht viele verschiedene sprachen,-87.56395721435547,-80.454833984375,-99.55339813232422,-74.19873046875,-70.50676727294922,-73.71215057373047,-92.94315338134766,-87.35182189941406,-111.63536071777344,-76.42350769042969,-72.33940887451172,-72.4039077758789,-73.35250854492188,-59.4771842956543,-70.98796081542969,-71.99473571777344,-74.71578979492188,-75.72216033935547
der berater spricht viele verschiedene sprachen und sprechen viele verschiedene sprachen,-89.47460174560547,-84.7371826171875,-100.81269073486328,-73.48981475830078,-68.46149444580078,-74.18995666503906,-93.09994506835938,-93.70883178710938,-110.6318359375,-75.67659759521484,-69.95264434814453,-71.8482666015625,-75.52066040039062,-62.00786590576172,-72.10063171386719,-66.08507537841797,-67.06303405761719,-65.7046127319336
der berater spricht viele verschiedene sprachen und sieht gern fernsehprogramme,-97.92524719238281,-86.81008911132812,-100.58836364746094,-76.67562103271484,-82.50947570800781,-80.29064178466797,-104.87346649169922,-88.52876281738281,-101.67940521240234,-77.97724914550781,-82.63233184814453,-80.41184997558594,-113.56764221191406,-104.64645385742188,-110.36210632324219,-85.28861236572266,-89.2230453491211,-90.14965057373047
der berater spricht viele verschiedene sprachen und sehen gern fernsehprogramme,-100.08206176757812,-89.01509094238281,-104.33053588867188,-79.1829833984375,-83.25028991699219,-88.22715759277344,-101.59764862060547,-88.95661163330078,-104.8536605834961,-80.55281066894531,-83.46282958984375,-86.79145050048828,-112.50007629394531,-101.911376953125,-107.57972717285156,-91.08653259277344,-100.01600646972656,-93.1783676147461
der berater spricht viele verschiedene sprachen und ist zwanzig jahre alt,-82.02411651611328,-75.65316772460938,-89.39881134033203,-70.3019790649414,-67.91091918945312,-71.70011138916016,-89.47138977050781,-85.33261108398438,-103.92753601074219,-74.4829330444336,-69.98655700683594,-71.54523468017578,-77.68421936035156,-69.82645416259766,-69.90373992919922,-59.884117126464844,-65.7463150024414,-68.06275939941406
der berater spricht viele verschiedene sprachen und sind zwanzig jahre alt,-83.49897766113281,-77.70797729492188,-90.93572235107422,-74.49601745605469,-71.16073608398438,-72.5244369506836,-92.99456024169922,-84.6741714477539,-104.16764068603516,-78.60765075683594,-72.7242431640625,-73.0627212524414,-75.88372039794922,-67.72728729248047,-67.02085876464844,-58.63967514038086,-63.864837646484375,-67.75897979736328
der berater spricht viele verschiedene sprachen und mag lieber tennis mit seinen kollegen spielen,-113.49048614501953,-101.35183715820312,-116.11775970458984,-124.63551330566406,-123.18767547607422,-123.4216537475586,-123.35760498046875,-109.51295471191406,-127.0150375366211,-132.0788116455078,-128.75131225585938,-128.20462036132812,-126.00853729248047,-121.32180786132812,-121.07022094726562,-108.27445983886719,-115.83251953125,-115.35017395019531
der berater spricht viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-113.94084167480469,-105.86634826660156,-120.03783416748047,-123.67615509033203,-119.05852508544922,-118.96832275390625,-124.78121948242188,-116.98130798339844,-129.13418579101562,-127.53202056884766,-122.41444396972656,-119.84098815917969,-130.3324737548828,-123.88487243652344,-126.19158172607422,-106.3545913696289,-113.265380859375,-114.61192321777344
der berater spricht viele verschiedene sprachen und schreibt jeden tag in seinem journal,-119.9878158569336,-109.77471160888672,-133.03150939941406,-88.9046859741211,-88.99907684326172,-89.65736389160156,-123.983642578125,-115.33570861816406,-141.00851440429688,-90.05120849609375,-88.85468292236328,-89.46194458007812,-112.35185241699219,-111.39435577392578,-103.69827270507812,-68.95246887207031,-71.99437713623047,-74.51287078857422
der berater spricht viele verschiedene sprachen und schreiben jeden tag in seinem journal,-121.35624694824219,-113.31417846679688,-131.67098999023438,-95.4639892578125,-92.26500701904297,-96.53001403808594,-125.60118865966797,-120.93406677246094,-135.63006591796875,-97.97732543945312,-94.3624267578125,-99.62300872802734,-114.59663391113281,-114.42948150634766,-105.01136016845703,-74.44064331054688,-74.41863250732422,-76.56854248046875
der schriftsteller sieht gern fernsehprogramme und spricht viele verschiedene sprachen,-80.9897232055664,-84.2125015258789,-90.58588409423828,-72.92357635498047,-73.99102783203125,-72.84883117675781,-82.08045959472656,-75.06690979003906,-89.48580169677734,-70.08058166503906,-73.80681610107422,-71.0486068725586,-117.00872802734375,-99.41781616210938,-111.12480163574219,-75.00993347167969,-80.80730438232422,-80.05728149414062
der schriftsteller sieht gern fernsehprogramme und sprechen viele verschiedene sprachen,-83.8984375,-83.1928939819336,-91.0727767944336,-71.99446868896484,-70.79129791259766,-73.05352020263672,-88.80595397949219,-80.45132446289062,-92.89596557617188,-68.74153900146484,-70.6124267578125,-72.3534164428711,-113.48455810546875,-94.30642700195312,-105.36148071289062,-68.15144348144531,-71.59246826171875,-67.45600128173828
der schriftsteller sieht gern fernsehprogramme und sieht gern fernsehprogramme,-60.67649841308594,-58.405364990234375,-57.398223876953125,-63.6417350769043,-72.42523193359375,-68.13597869873047,-52.05213928222656,-38.71406173706055,-51.17452621459961,-57.11125946044922,-68.24615478515625,-67.80101776123047,-77.6574935913086,-57.36234664916992,-65.88430786132812,-77.86048126220703,-77.9540023803711,-82.31439971923828
der schriftsteller sieht gern fernsehprogramme und sehen gern fernsehprogramme,-66.06123352050781,-63.431697845458984,-63.15470504760742,-66.13177490234375,-69.27401733398438,-72.06328582763672,-57.918853759765625,-42.04285430908203,-52.31552505493164,-60.29650115966797,-66.35417938232422,-73.39887237548828,-84.42491149902344,-61.574913024902344,-74.6861801147461,-82.00081634521484,-85.20684814453125,-84.9598159790039
