sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
le professeur déménage et est petit,-47.61677932739258,-47.87574768066406,-44.8494758605957,-61.42121124267578,-72.85719299316406,-63.59658432006836,-48.48765182495117,-50.523311614990234,-54.022151947021484,-64.2947006225586,-85.35783386230469,-80.8771743774414,-77.62946319580078,-81.09523010253906,-84.87237548828125,-55.86967468261719,-48.37815856933594,-52.13419723510742
le professeur déménage et sont petits,-48.948970794677734,-49.939430236816406,-49.86554718017578,-67.12991333007812,-80.078125,-70.86474609375,-57.166385650634766,-54.720924377441406,-56.19220733642578,-70.65043640136719,-95.59574127197266,-91.21955871582031,-75.80011749267578,-80.87255859375,-89.497802734375,-54.96028137207031,-48.41603469848633,-51.353309631347656
le professeur déménage et est grand,-46.299659729003906,-47.323455810546875,-45.98988342285156,-62.43427276611328,-72.85382080078125,-63.4045524597168,-48.54663848876953,-49.03486251831055,-54.687416076660156,-66.04074096679688,-86.72737121582031,-85.1962890625,-76.76097106933594,-79.78474426269531,-84.63188171386719,-54.1065788269043,-47.34465789794922,-53.336944580078125
le professeur déménage et sont grands,-47.80332565307617,-48.82776641845703,-49.010047912597656,-65.74185180664062,-77.58186340332031,-71.0950927734375,-53.265464782714844,-51.39112854003906,-57.726585388183594,-69.29379272460938,-93.4883804321289,-92.00563049316406,-76.3024673461914,-77.08670806884766,-87.15049743652344,-55.54856872558594,-47.2459831237793,-53.25492477416992
le professeur déménage et est vieux,-50.41717529296875,-48.141422271728516,-48.27582931518555,-65.10005187988281,-75.09278869628906,-66.89932250976562,-53.698707580566406,-50.35213851928711,-60.51138687133789,-70.68748474121094,-88.90457916259766,-85.21795654296875,-80.8800048828125,-83.9613037109375,-88.2293701171875,-58.78900146484375,-50.78824996948242,-55.73967742919922
le professeur déménage et sont vieux,-52.498138427734375,-52.923805236816406,-52.272987365722656,-68.90805053710938,-79.88883972167969,-73.0723876953125,-55.26494216918945,-53.153499603271484,-62.210235595703125,-76.3585205078125,-96.17045593261719,-93.06948852539062,-82.82540893554688,-84.63786315917969,-90.91838836669922,-67.88737487792969,-58.331478118896484,-65.26382446289062
le professeur déménage et est jeune,-50.08357238769531,-48.5958137512207,-49.978111267089844,-60.62355041503906,-72.4930191040039,-63.406742095947266,-52.86018371582031,-55.776371002197266,-62.75859832763672,-64.45760345458984,-84.32183074951172,-81.46040344238281,-74.77201080322266,-79.05896759033203,-84.21012878417969,-52.730552673339844,-46.84912872314453,-52.599998474121094
le professeur déménage et sont jeunes,-56.47986602783203,-55.792198181152344,-55.34333801269531,-66.97119903564453,-78.31437683105469,-72.07427978515625,-61.973541259765625,-60.41481399536133,-65.64569091796875,-72.51387023925781,-94.01068115234375,-91.08738708496094,-79.67505645751953,-81.52156066894531,-90.82206726074219,-76.9227523803711,-62.958518981933594,-69.62261962890625
le client déménage et déménage,-39.99519729614258,-42.258628845214844,-43.6615104675293,-99.50164031982422,-107.73976135253906,-92.96251678466797,-45.49467086791992,-53.20265197753906,-63.983604431152344,-110.874755859375,-120.34761047363281,-118.3012924194336,-133.90447998046875,-130.41390991210938,-131.28475952148438,-37.10956573486328,-37.86341094970703,-40.41058349609375
le client déménage et déménagent,-46.85031509399414,-48.76820755004883,-48.15666580200195,-102.8027572631836,-113.04623413085938,-92.68165588378906,-50.70822525024414,-55.07350158691406,-63.53618621826172,-111.094970703125,-129.18032836914062,-123.79399871826172,-129.4281005859375,-133.7152557373047,-133.0961151123047,-53.086570739746094,-47.01881790161133,-54.810462951660156
le client déménage et parle,-36.28715133666992,-44.958805084228516,-43.841346740722656,-70.14614868164062,-67.3583755493164,-64.8365249633789,-41.91459655761719,-58.195068359375,-59.50300216674805,-84.27417755126953,-81.307373046875,-85.38839721679688,-82.88609313964844,-89.14096069335938,-85.44440460205078,-46.20698928833008,-43.81856155395508,-51.414424896240234
le client déménage et parlent,-40.21089553833008,-46.84292221069336,-45.34825134277344,-76.35888671875,-73.79075622558594,-68.93338775634766,-44.66105651855469,-57.239192962646484,-63.2498893737793,-89.44590759277344,-86.14390563964844,-95.77957153320312,-86.30045318603516,-88.57274627685547,-90.19609069824219,-48.51552200317383,-45.68871307373047,-54.195716857910156
le client déménage et retourne,-38.32147979736328,-44.63180923461914,-44.31834411621094,-69.64109802246094,-70.63130187988281,-66.18043518066406,-45.531410217285156,-53.59944152832031,-59.69731521606445,-82.24532318115234,-85.54154968261719,-84.65054321289062,-85.01290893554688,-86.76421356201172,-87.12615966796875,-40.95307540893555,-43.10778045654297,-47.02011489868164
le client déménage et retournent,-42.289886474609375,-49.16999816894531,-43.38913345336914,-74.01029968261719,-71.1167221069336,-68.98856353759766,-49.05508041381836,-58.20857238769531,-62.112640380859375,-87.48790740966797,-83.31878662109375,-86.97605895996094,-84.66264343261719,-85.82300567626953,-86.31893920898438,-47.83930587768555,-46.998924255371094,-53.542686462402344
le client déménage et est petit,-43.07630157470703,-50.303955078125,-43.50343704223633,-75.22525024414062,-75.92903900146484,-69.80084991455078,-43.79633712768555,-61.58625030517578,-57.97264099121094,-87.91101837158203,-88.46780395507812,-87.98454284667969,-90.2050552368164,-91.26434326171875,-88.97309112548828,-49.79953384399414,-51.15375900268555,-49.750221252441406
le client déménage et sont petits,-44.11308670043945,-51.77510452270508,-49.46689224243164,-80.66470336914062,-81.57562255859375,-74.7972640991211,-49.31466293334961,-67.17472839355469,-65.5333480834961,-95.42024993896484,-95.17752075195312,-97.85179138183594,-91.64220428466797,-93.182373046875,-92.57562255859375,-50.57164001464844,-50.67046356201172,-49.52732467651367
le client déménage et est grand,-42.31465148925781,-49.693145751953125,-45.04412078857422,-76.90248107910156,-76.37669372558594,-70.4164047241211,-42.643653869628906,-60.160125732421875,-61.405418395996094,-91.02922821044922,-89.7088623046875,-95.40411376953125,-87.91472625732422,-90.17794799804688,-90.20855712890625,-50.2299919128418,-50.419944763183594,-52.512508392333984
le client déménage et sont grands,-43.262107849121094,-51.007293701171875,-47.928585052490234,-79.5030517578125,-79.30829620361328,-74.38436126708984,-47.342037200927734,-62.81092834472656,-65.1600112915039,-94.40520477294922,-93.65792846679688,-96.82698059082031,-91.1441650390625,-90.4185562133789,-91.91029357910156,-53.32652282714844,-50.31317138671875,-52.37873840332031
le client déménage et est vieux,-46.358341217041016,-51.8125,-47.46139907836914,-79.80076599121094,-78.5258560180664,-73.50916290283203,-49.04838180541992,-62.88331604003906,-63.73060607910156,-94.94796752929688,-91.91239929199219,-95.73637390136719,-93.2313461303711,-94.10826110839844,-93.77605438232422,-54.22791290283203,-53.40245056152344,-56.886627197265625
le client déménage et sont vieux,-47.20084762573242,-55.28257751464844,-51.85496139526367,-82.83366394042969,-80.60021209716797,-76.49732208251953,-48.03096389770508,-64.26213836669922,-68.09623718261719,-99.64908599853516,-94.44378662109375,-101.48812866210938,-96.56710052490234,-98.1505126953125,-96.30200958251953,-63.79069519042969,-58.358646392822266,-65.64041900634766
le client déménage et est jeune,-45.953426361083984,-51.44984436035156,-48.83235549926758,-76.04096984863281,-76.75727844238281,-70.88704681396484,-49.70546340942383,-68.26271057128906,-67.13390350341797,-92.20934295654297,-88.8316650390625,-91.73843383789062,-88.36507415771484,-91.37728118896484,-93.9992446899414,-49.13524627685547,-51.13268280029297,-54.67329025268555
le client déménage et sont jeunes,-51.927734375,-59.27808380126953,-56.07460021972656,-81.63520812988281,-80.45397186279297,-75.55467987060547,-61.74291229248047,-71.1509780883789,-74.44309997558594,-98.33702850341797,-94.03123474121094,-97.8643798828125,-95.45087432861328,-95.6407699584961,-97.68766784667969,-74.62053680419922,-67.75650787353516,-70.2224349975586
l' officier déménage et déménage,-60.02864074707031,-50.21009063720703,-53.76938247680664,-104.56367492675781,-109.94300079345703,-103.40946960449219,-71.55518341064453,-51.61781692504883,-68.77420806884766,-115.12942504882812,-126.83386993408203,-124.96543884277344,-137.66314697265625,-131.08270263671875,-138.26951599121094,-51.87466049194336,-56.69086456298828,-50.19914627075195
l' officier déménage et déménagent,-67.9327163696289,-57.781715393066406,-61.232460021972656,-106.9588623046875,-113.8715591430664,-102.43257141113281,-78.51807403564453,-64.7863540649414,-73.28901672363281,-114.46879577636719,-132.80899047851562,-130.44052124023438,-132.44989013671875,-133.93423461914062,-139.1571502685547,-69.31668853759766,-66.7337646484375,-65.03553771972656
l' officier déménage et parle,-57.634857177734375,-52.58100891113281,-56.1700439453125,-75.13823699951172,-73.09234619140625,-73.62930297851562,-71.15168762207031,-60.59047317504883,-71.24710845947266,-88.63736724853516,-92.73107147216797,-90.73371887207031,-86.22533416748047,-86.6226806640625,-92.28262329101562,-62.743553161621094,-62.318092346191406,-60.946571350097656
l' officier déménage et parlent,-60.93859100341797,-55.16448211669922,-58.326690673828125,-80.84378814697266,-76.98893737792969,-77.3154525756836,-72.08921813964844,-60.796119689941406,-73.41217041015625,-92.97315216064453,-92.99407196044922,-101.60423278808594,-89.0148696899414,-86.88644409179688,-97.01416778564453,-66.57028198242188,-64.4358901977539,-64.8747787475586
l' officier déménage et retourne,-59.166255950927734,-54.154293060302734,-56.17576599121094,-74.10404205322266,-74.77836608886719,-74.65791320800781,-75.34370422363281,-62.0926399230957,-70.34545135498047,-88.19781494140625,-92.9024887084961,-88.2843246459961,-86.16352081298828,-83.61386108398438,-91.68841552734375,-56.72413635253906,-59.65431594848633,-55.505859375
l' officier déménage et retournent,-63.252281188964844,-58.06619644165039,-56.92092514038086,-78.1066665649414,-76.14056396484375,-77.75116729736328,-72.24557495117188,-63.146156311035156,-74.43406677246094,-93.95122528076172,-94.8805923461914,-94.29450988769531,-86.4233627319336,-81.23917388916016,-90.31954956054688,-62.528770446777344,-63.90940856933594,-63.13654708862305
l' officier déménage et est petit,-64.69987487792969,-61.72878646850586,-57.751644134521484,-79.67666625976562,-79.87348937988281,-79.52217102050781,-72.719970703125,-66.17005157470703,-78.0837631225586,-92.53045654296875,-96.43814849853516,-96.07159423828125,-92.38702392578125,-88.4515609741211,-95.00202178955078,-65.91682434082031,-69.3211441040039,-64.10133361816406
l' officier déménage et sont petits,-65.79082489013672,-61.96782684326172,-62.543670654296875,-85.23648071289062,-86.91388702392578,-84.44742584228516,-76.265625,-75.06826782226562,-79.88076782226562,-98.94962310791016,-105.65872192382812,-105.30532836914062,-92.01603698730469,-87.49807739257812,-100.36443328857422,-67.859619140625,-70.4585189819336,-62.13655471801758
l' officier déménage et est grand,-64.27782440185547,-62.79087448120117,-59.4194221496582,-80.69503021240234,-80.35704040527344,-79.38790893554688,-75.35914611816406,-68.76693725585938,-80.15477752685547,-94.87059783935547,-98.62737274169922,-98.31980895996094,-90.38372039794922,-87.33224487304688,-95.83222198486328,-68.5239486694336,-69.6113052368164,-66.50492095947266
l' officier déménage et sont grands,-65.03329467773438,-61.6729736328125,-61.56354522705078,-84.39490509033203,-84.94625091552734,-84.8075180053711,-73.45233154296875,-70.951904296875,-80.10829162597656,-97.15088653564453,-104.49085998535156,-105.89317321777344,-91.8783187866211,-85.08351135253906,-99.26132202148438,-70.59252166748047,-69.01742553710938,-64.74809265136719
l' officier déménage et est vieux,-68.1559829711914,-63.31361770629883,-62.74577713012695,-83.8044204711914,-82.48982238769531,-82.96450805664062,-80.08401489257812,-69.73851776123047,-81.69390106201172,-98.98519134521484,-101.5400390625,-100.69401550292969,-95.76934814453125,-91.98007202148438,-99.92316436767578,-71.02516174316406,-72.33476257324219,-68.34440612792969
l' officier déménage et sont vieux,-69.38949584960938,-64.9545669555664,-65.17001342773438,-87.47160339355469,-86.92311096191406,-86.84412384033203,-77.70249938964844,-69.81008911132812,-82.6751708984375,-103.96174621582031,-106.57975006103516,-107.20939636230469,-98.10429382324219,-93.86188507080078,-102.44831848144531,-80.73434448242188,-79.80445861816406,-76.8455810546875
l' officier déménage et est jeune,-67.56168365478516,-62.98794174194336,-63.589874267578125,-78.72091674804688,-80.2129898071289,-79.89907836914062,-81.23654174804688,-71.77297973632812,-85.50859832763672,-94.71879577636719,-96.5626449584961,-95.37173461914062,-89.67826080322266,-86.51737976074219,-96.0472412109375,-67.92842864990234,-69.35343933105469,-66.82362365722656
l' officier déménage et sont jeunes,-72.93231964111328,-66.50675964355469,-68.0678939819336,-85.80355834960938,-85.8020248413086,-84.66938781738281,-87.21711730957031,-76.66680908203125,-85.33531951904297,-102.002197265625,-105.44325256347656,-103.837890625,-95.71102905273438,-89.95021057128906,-102.82341003417969,-91.39735412597656,-86.29576110839844,-81.40174865722656
le pilote déménage et déménage,-38.664337158203125,-38.15755081176758,-40.83843994140625,-99.66378784179688,-106.54183959960938,-86.86343383789062,-47.617591857910156,-54.83616638183594,-57.44568634033203,-109.13313293457031,-130.72354125976562,-100.32530212402344,-127.60474395751953,-125.25170135498047,-135.19610595703125,-28.276676177978516,-26.088462829589844,-34.32527160644531
le pilote déménage et déménagent,-46.40937423706055,-45.09831237792969,-46.92688751220703,-102.48919677734375,-110.89950561523438,-86.63790893554688,-51.97765350341797,-61.37517547607422,-58.525691986083984,-108.74523162841797,-136.67543029785156,-106.12198638916016,-124.02082824707031,-128.25421142578125,-135.16299438476562,-44.45597839355469,-35.8799934387207,-46.19445037841797
le pilote déménage et parle,-35.30684280395508,-40.33501052856445,-42.04718017578125,-67.71639251708984,-67.90343475341797,-59.65575408935547,-43.919822692871094,-55.031707763671875,-54.61422348022461,-76.6101303100586,-91.40000915527344,-72.58935546875,-75.26814270019531,-81.2684326171875,-86.79232025146484,-39.050323486328125,-33.32969665527344,-43.36886978149414
le pilote déménage et parlent,-40.351280212402344,-43.54404830932617,-44.086265563964844,-73.48931884765625,-73.5257568359375,-64.26954650878906,-50.38117218017578,-57.78472137451172,-58.11838912963867,-83.4168701171875,-96.98878479003906,-83.12981414794922,-78.41478729248047,-80.90882873535156,-89.37439727783203,-39.384029388427734,-36.712833404541016,-46.1639404296875
le pilote déménage et retourne,-37.50704574584961,-41.19382858276367,-42.479820251464844,-65.83516693115234,-68.32718658447266,-60.143951416015625,-46.986900329589844,-56.393524169921875,-53.96040725708008,-75.40776824951172,-90.842529296875,-69.19578552246094,-73.86354064941406,-77.0756607055664,-80.95269012451172,-30.214059829711914,-32.42127227783203,-37.55594253540039
le pilote déménage et retournent,-42.13697052001953,-45.37246322631836,-44.01531219482422,-68.95565795898438,-70.30181121826172,-63.3485107421875,-53.158836364746094,-62.939231872558594,-58.74331283569336,-82.13912200927734,-93.27711486816406,-73.63720703125,-75.2628173828125,-75.59832000732422,-81.73230743408203,-39.198097229003906,-35.219566345214844,-46.302947998046875
